Ticker,Financial Year End,Total Revenue,COGS,SG&A Expenses,Net Income,Basic EPS,Depreciation,Operating Cash Flow (CFO),Dividends Paid,Total Assets,Current Assets,Receivables,PP&E,Total Long-Term Debt,Current Liabilities,Total Equity,Trailing P/E (Historical),Current Trailing P/E (Live),Current PEG Ratio (Live)
BDL.NS,2025-03-31,33230729000.0,16778938000.0,1238683000.0,5496452000.0,14.99,706961000.0,1673892000.0,2167042000.0,117424843000.0,103779184000.0,8263563000.0,8637113000.0,,43601692000.0,40089508000.0,,78.671135,
BDL.NS,2024-03-31,23588650000.0,8973277000.0,253107000.0,6127206000.0,16.72,670392000.0,4117186000.0,1451741000.0,103400507000.0,92390105000.0,3104472000.0,8052702000.0,,30057574000.0,36368233000.0,,78.671135,
BDL.NS,2023-03-31,24792393000.0,11912974000.0,186726000.0,3521749000.0,9.61,772579000.0,21302518000.0,1669166000.0,86724314000.0,76001426000.0,1845727000.0,7826337000.0,,22059661000.0,32114977000.0,,78.671135,
BDL.NS,2022-03-31,27366567000.0,11790097000.0,111830000.0,4999244000.0,13.64,903547000.0,5296590000.0,1453006000.0,65638802000.0,55232352000.0,3041613000.0,8084224000.0,,25810578000.0,30305574000.0,,78.671135,
BDL.NS,2021-03-31,,,,,,,,,,,,,,,,,78.671135,
BEL.NS,2021-03-31,,,,,,,,,,,,,,,,,49.95507,
BEL.NS,2022-03-31,150847400000.0,89106200000.0,483400000.0,23988700000.0,3.281727,4011300000.0,42072200000.0,10233100000.0,339105800000.0,272937100000.0,61080900000.0,29855500000.0,0.0,195810400000.0,122859300000.0,,49.95507,
BEL.NS,2023-03-31,174041800000.0,98372000000.0,582500000.0,29844200000.0,4.09,4288200000.0,11992600000.0,12428000000.0,354911700000.0,300477400000.0,70334800000.0,30783600000.0,0.0,205657800000.0,138616300000.0,,49.95507,
BEL.NS,2024-03-31,199054900000.0,105796000000.0,640800000.0,39845200000.0,5.45,4432000000.0,46594900000.0,14620900000.0,395266800000.0,340629800000.0,73923800000.0,32755000000.0,0.0,220267300000.0,163264700000.0,,49.95507,
BEL.NS,2025-03-31,231173000000.0,121946100000.0,638000000.0,53214400000.0,7.28,4673800000.0,5866200000.0,16807800000.0,408318600000.0,348578800000.0,91163700000.0,36944500000.0,0.0,197525400000.0,199738900000.0,,49.95507,
BHARATFORG.NS,2025-03-31,145299050000.0,76704040000.0,8723020000.0,9411530000.0,20.05,8736190000.0,17963430000.0,4220930000.0,200883210000.0,102323440000.0,28996060000.0,82289180000.0,13193660000.0,87030090000.0,92533340000.0,,62.962963,
BHARATFORG.NS,2024-03-31,150429410000.0,85029100000.0,7968040000.0,9511280000.0,20.43,8481970000.0,16643950000.0,3800660000.0,193491180000.0,100155120000.0,31671510000.0,76421470000.0,18589800000.0,92801090000.0,71701840000.0,,62.962963,
BHARATFORG.NS,2023-03-31,122889100000.0,69455540000.0,8952590000.0,5283640000.0,11.35,7355860000.0,12944660000.0,3252830000.0,183841870000.0,90020180000.0,30874570000.0,69103010000.0,17512720000.0,82768570000.0,67055260000.0,,62.962963,
BHARATFORG.NS,2022-03-31,98979680000.0,51158880000.0,6690830000.0,10817560000.0,23.23,7216240000.0,5058480000.0,1641680000.0,156089340000.0,79309580000.0,21622950000.0,61518430000.0,17873430000.0,61142200000.0,65706740000.0,,62.962963,
BHARATFORG.NS,2021-03-31,,,,,,,,,,,,,,,,,62.962963,
BHEL.NS,2025-03-31,273551700000.0,188451500000.0,5137000000.0,5339000000.0,1.53,2719600000.0,21918900000.0,874400000.0,680831800000.0,427597700000.0,58843500000.0,30288100000.0,,282255900000.0,247221800000.0,,177.78125,
BHEL.NS,2024-03-31,229205200000.0,168071100000.0,3979000000.0,2822200000.0,0.81,2489000000.0,-37129000000.0,1394500000.0,590019200000.0,345421100000.0,47853800000.0,27953200000.0,,252472400000.0,244386500000.0,,177.78125,
BHEL.NS,2023-03-31,221363000000.0,163007200000.0,4088700000.0,6374400000.0,1.88,2603400000.0,-7407000000.0,1391800000.0,569200200000.0,290945000000.0,31283500000.0,27706200000.0,,234795500000.0,243782600000.0,,177.78125,
BHEL.NS,2022-03-31,201533800000.0,147938400000.0,3715000000.0,4460300000.0,0.12,3141200000.0,6602500000.0,3000000.0,536172600000.0,270451600000.0,30247500000.0,27586600000.0,,214986000000.0,238801000000.0,,177.78125,
BHEL.NS,2021-03-31,,,,,,,,,,,,,,,,,177.78125,
BPCL.NS,2021-03-31,,,,,,,,,,,,,,,,,7.347021,
BPCL.NS,2022-03-31,3455960300000.0,3139793100000.0,7509700000.0,116815000000.0,27.455,54343500000.0,203356300000.0,144827800000.0,1875286300000.0,619946400000.0,97074700000.0,875869400000.0,363589300000.0,831269100000.0,519056200000.0,,7.347021,
BPCL.NS,2023-03-31,4662577300000.0,4458827100000.0,9164900000.0,21310500000.0,5.005,63688200000.0,124656000000.0,12815700000.0,1881381900000.0,560423500000.0,67237800000.0,904593000000.0,413693600000.0,748711300000.0,535223600000.0,,7.347021,
BPCL.NS,2024-03-31,4466662600000.0,3891367400000.0,10335200000.0,268588400000.0,63.04,67712600000.0,359696300000.0,53288000000.0,2024177500000.0,656941100000.0,83420300000.0,936996800000.0,268771400000.0,808833800000.0,756351100000.0,,7.347021,
BPCL.NS,2025-03-31,4387377700000.0,3997930200000.0,11726900000.0,133365500000.0,31.21,72566900000.0,236777900000.0,65609200000.0,2183822200000.0,728322200000.0,93389800000.0,1002567100000.0,265278800000.0,906720000000.0,813840800000.0,,7.347021,
BHARTIARTL.NS,2025-03-31,1729852000000.0,568340000000.0,120202000000.0,335561000000.0,58.0,455703000000.0,983322000000.0,69349000000.0,5143604000000.0,675888000000.0,74557000000.0,2151549000000.0,1048638000000.0,1804402000000.0,1136719000000.0,,32.44663,
BHARTIARTL.NS,2024-03-31,1499824000000.0,535521000000.0,112235000000.0,74670000000.0,13.09,395376000000.0,788982000000.0,41845000000.0,4445310000000.0,582761000000.0,47277000000.0,1721823000000.0,1309626000000.0,1386678000000.0,820188000000.0,,32.44663,
BHARTIARTL.NS,2023-03-31,1391448000000.0,512726000000.0,76699000000.0,83459000000.0,14.8,364318000000.0,653246000000.0,35898000000.0,4466332000000.0,575013000000.0,39815000000.0,1614861000000.0,1515686000000.0,1219638000000.0,775629000000.0,,32.44663,
BHARTIARTL.NS,2022-03-31,1165469000000.0,454049000000.0,57097000000.0,42549000000.0,7.67,330907000000.0,550166000000.0,14438000000.0,3636560000000.0,520279000000.0,40562000000.0,1271941000000.0,1135350000000.0,1140260000000.0,665543000000.0,,32.44663,
BHARTIARTL.NS,2021-03-31,,,,,,,,,,,,,,,,,32.44663,
BHARTIHEXA.NS,2021-03-31,,,,,,,,,,,,,,,,,54.560207,
BHARTIHEXA.NS,2022-03-31,54052000000.0,31911000000.0,2089000000.0,16746000000.0,33.492,14410000000.0,12580000000.0,,166743000000.0,40223000000.0,20958000000.0,55364000000.0,48078000000.0,61790000000.0,36605000000.0,,54.560207,
BHARTIHEXA.NS,2023-03-31,65790000000.0,32025000000.0,3510000000.0,5492000000.0,10.984,15533000000.0,51084000000.0,,182529000000.0,28976000000.0,1489000000.0,71784000000.0,47299000000.0,61421000000.0,42095000000.0,,54.560207,
BHARTIHEXA.NS,2024-03-31,70888000000.0,30830000000.0,4371000000.0,5044000000.0,10.09,17392000000.0,35461000000.0,750000000.0,185174000000.0,23972000000.0,4446000000.0,84078000000.0,27924000000.0,75512000000.0,44387000000.0,,54.560207,
BHARTIHEXA.NS,2025-03-31,85479000000.0,36090000000.0,4731000000.0,14936000000.0,29.87,20945000000.0,45826000000.0,2000000000.0,192510000000.0,19183000000.0,1083000000.0,87957000000.0,26522000000.0,68413000000.0,59321000000.0,,54.560207,
BIKAJI.NS,2021-03-31,,,,,,,,,,,,,,,,,85.65651,
BIKAJI.NS,2022-03-31,16080678000.0,11848175000.0,1091631000.0,779515000.0,3.124183,390666000.0,574739000.0,49990000.0,11021289000.0,3425188000.0,733056000.0,5721963000.0,410544000.0,1902220000.0,8207516000.0,,85.65651,
BIKAJI.NS,2023-03-31,19634250000.0,14127429000.0,1312339000.0,1371670000.0,5.5,488461000.0,1711398000.0,24875000.0,12722516000.0,4188657000.0,792042000.0,7492425000.0,474090000.0,2208725000.0,9556302000.0,,85.65651,
BIKAJI.NS,2024-03-31,22344092000.0,15398092000.0,1693610000.0,2656996000.0,10.63,607223000.0,2446826000.0,187112000.0,15335038000.0,4962676000.0,1035438000.0,8504155000.0,184070000.0,2174184000.0,12183537000.0,,85.65651,
BIKAJI.NS,2025-03-31,25534348000.0,18089352000.0,1963245000.0,2008451000.0,8.02,808132000.0,1934550000.0,250356000.0,19367231000.0,7452549000.0,1008846000.0,10077924000.0,106068000.0,2866284000.0,13831891000.0,,85.65651,
BIOCON.NS,2025-03-31,150522000000.0,51980000000.0,12720000000.0,10133000000.0,8.46,16870000000.0,40612000000.0,829000000.0,587973000000.0,162862000000.0,54879000000.0,136078000000.0,124054000000.0,143338000000.0,216440000000.0,,96.82161,
BIOCON.NS,2024-03-31,141958000000.0,49066000000.0,8860000000.0,10225000000.0,8.55,15688000000.0,29539000000.0,2030000000.0,560707000000.0,151792000000.0,62306000000.0,122082000000.0,129324000000.0,153588000000.0,197837000000.0,,96.82161,
BIOCON.NS,2023-03-31,109341000000.0,36668000000.0,4867000000.0,4627000000.0,3.88,11131000000.0,18525000000.0,718000000.0,520428000000.0,123340000000.0,35732000000.0,101226000000.0,152905000000.0,85107000000.0,178669000000.0,,96.82161,
BIOCON.NS,2022-03-31,80248000000.0,27236000000.0,4307000000.0,6484000000.0,5.44,8142000000.0,11766000000.0,,203940000000.0,83823000000.0,20582000000.0,94155000000.0,39985000000.0,38280000000.0,84325000000.0,,96.82161,
BIOCON.NS,2021-03-31,,,,,,,,,,,,,,,,,96.82161,
BSOFT.NS,2025-03-31,53752390000.0,41759070000.0,1107830000.0,5167600000.0,18.64,857090000.0,5875210000.0,1795820000.0,44623900000.0,31632350000.0,7907390000.0,2354520000.0,82410000.0,7853860000.0,34782280000.0,,25.964329,
BSOFT.NS,2024-03-31,52781450000.0,38699030000.0,1444090000.0,6237600000.0,22.54,850260000.0,7182310000.0,1239650000.0,39256490000.0,27674160000.0,7677010000.0,2035570000.0,0.0,7458020000.0,30441250000.0,,25.964329,
BSOFT.NS,2023-03-31,47947690000.0,36536120000.0,1430430000.0,3315840000.0,11.96,822650000.0,5609240000.0,1249500000.0,31872680000.0,21697720000.0,7316120000.0,2390220000.0,,6187400000.0,24482930000.0,,25.964329,
BSOFT.NS,2022-03-31,41303500000.0,32021040000.0,813610000.0,4636380000.0,16.63,765100000.0,2806900000.0,1110820000.0,33833410000.0,24332970000.0,6811550000.0,2601140000.0,,6598940000.0,25830500000.0,,25.964329,
BSOFT.NS,2021-03-31,,,,,,,,,,,,,,,,,25.964329,
BLUEDART.NS,2025-03-31,57201800000.0,47365800000.0,597800000.0,2524200000.0,106.38,4849400000.0,7351200000.0,593200000.0,36627600000.0,15034800000.0,8260500000.0,18381500000.0,2000000000.0,13179400000.0,15590400000.0,,48.09235,
BLUEDART.NS,2024-03-31,52678300000.0,43076800000.0,675400000.0,3010100000.0,126.86,4328600000.0,8467300000.0,711800000.0,34609000000.0,12858700000.0,6978000000.0,18354300000.0,0.0,14909500000.0,13672700000.0,,48.09235,
BLUEDART.NS,2023-03-31,51722200000.0,41615700000.0,635600000.0,3705300000.0,156.16,3944800000.0,7167400000.0,830500000.0,32230400000.0,10603500000.0,6576000000.0,18114400000.0,2500000000.0,11158600000.0,11795600000.0,,48.09235,
BLUEDART.NS,2022-03-31,44104900000.0,33899000000.0,616000000.0,3822100000.0,161.08,3953700000.0,8597900000.0,949100000.0,28287600000.0,10763200000.0,5953700000.0,14288500000.0,0.0,12727800000.0,8719900000.0,,48.09235,
BLUEDART.NS,2021-03-31,,,,,,,,,,,,,,,,,48.09235,
BLUEJET.NS,2025-03-31,10260950000.0,4703300000.0,316960000.0,3052030000.0,17.59,177890000.0,457650000.0,173490000.0,14175310000.0,10059470000.0,3495330000.0,4051700000.0,,2559070000.0,11331110000.0,,27.634037,
BLUEJET.NS,2024-03-31,7103160000.0,3204030000.0,272500000.0,1637510000.0,9.44,280910000.0,2412570000.0,20000.0,10588470000.0,7056360000.0,1769320000.0,3329000000.0,0.0,2059640000.0,8452230000.0,,27.634037,
BLUEJET.NS,2023-03-31,7205300000.0,3442940000.0,327000000.0,1600270000.0,9.225297,250740000.0,1415560000.0,20000.0,8620650000.0,6650480000.0,2393820000.0,1934140000.0,0.0,1738790000.0,6814860000.0,,27.634037,
BLUEJET.NS,2022-03-31,6784810000.0,2936520000.0,364320000.0,1815910000.0,10.468426,217610000.0,1464170000.0,20000.0,7133750000.0,5483480000.0,2274400000.0,1619210000.0,0.0,1745040000.0,5215420000.0,,27.634037,
BLUEJET.NS,2021-03-31,,,,,,,,,,,,,286680000.0,,,,27.634037,
BLUESTARCO.NS,2025-03-31,118526900000.0,91134400000.0,5411600000.0,5912400000.0,28.76,1283700000.0,6880700000.0,1439200000.0,82575000000.0,63127700000.0,20644600000.0,15047500000.0,,49443900000.0,30650200000.0,,67.76984,
BLUESTARCO.NS,2024-03-31,95756500000.0,74211600000.0,4232500000.0,4149500000.0,20.77,976100000.0,2892200000.0,1158100000.0,66182500000.0,50400300000.0,20181400000.0,12052600000.0,0.0,38781100000.0,26100900000.0,,67.76984,
BLUESTARCO.NS,2023-03-31,78984800000.0,62068700000.0,3364500000.0,4004600000.0,20.789318,847800000.0,2432300000.0,963700000.0,54472400000.0,42506100000.0,16221200000.0,8777200000.0,1617400000.0,38319300000.0,13306500000.0,,67.76984,
BLUESTARCO.NS,2022-03-31,59995300000.0,47475700000.0,2512300000.0,1677100000.0,8.706429,859800000.0,874000000.0,387700000.0,43126400000.0,34834300000.0,12751300000.0,5834900000.0,2415700000.0,29692000000.0,10175800000.0,,67.76984,
BLUESTARCO.NS,2021-03-31,,,,,,,,,,,,,3492600000.0,,,,67.76984,
BBTC.NS,2021-03-31,,,,,,,,,,,,,,,,,11.53181,
BBTC.NS,2022-03-31,143115163000.0,89663120000.0,11818454000.0,634054000.0,9.09,2148022000.0,14473687000.0,12835675000.0,153051277000.0,86863107000.0,3922127000.0,23543732000.0,35580015000.0,48053271000.0,54965698000.0,,11.53181,
BBTC.NS,2023-03-31,163033859000.0,105802241000.0,14155724000.0,-16760519000.0,-240.22,2415327000.0,24745111000.0,6806404000.0,157362676000.0,84596380000.0,3904615000.0,27112519000.0,42708598000.0,54448168000.0,40323177000.0,,11.53181,
BBTC.NS,2024-03-31,168825850000.0,104749003000.0,7567904000.0,6366067000.0,91.19,3133593000.0,19352909000.0,8615883000.0,119140013000.0,52215314000.0,4625431000.0,29320418000.0,9106088000.0,42654977000.0,46283289000.0,,11.53181,
BBTC.NS,2025-03-31,178866904000.0,116457977000.0,6168607000.0,11226297000.0,160.9,3265035000.0,22775074000.0,9966484000.0,127234711000.0,43461011000.0,5153010000.0,29481122000.0,7129400000.0,40492755000.0,56317483000.0,,11.53181,
BOSCHLTD.NS,2025-03-31,176820000000.0,120513000000.0,12339000000.0,20152000000.0,683.25,3756000000.0,23734000000.0,5017000000.0,202411000000.0,110558000000.0,23404000000.0,14241000000.0,,61994000000.0,138133000000.0,,40.223824,
BOSCHLTD.NS,2024-03-31,163789000000.0,114458000000.0,9982000000.0,24913000000.0,844.68,4295000000.0,12584000000.0,14312000000.0,173485000000.0,99207000000.0,21765000000.0,13398000000.0,,50932000000.0,120569000000.0,,40.223824,
BOSCHLTD.NS,2023-03-31,146118000000.0,100825000000.0,9570000000.0,14255000000.0,483.32,3856000000.0,12137000000.0,12092000000.0,162523000000.0,88336000000.0,19013000000.0,15758000000.0,,50235000000.0,110051000000.0,,40.223824,
BOSCHLTD.NS,2022-03-31,115534000000.0,76762000000.0,8013000000.0,12183000000.0,413.07,3243000000.0,2685000000.0,3394000000.0,154023000000.0,81340000000.0,15267000000.0,16668000000.0,,44460000000.0,106798000000.0,,40.223824,
BOSCHLTD.NS,2021-03-31,,,,,,,,,,,,,,,,,40.223824,
FIRSTCRY.NS,2025-03-31,74680710000.0,48024860000.0,13790080000.0,-1914670000.0,-4.11,4045670000.0,-834450000.0,,88578630000.0,45317400000.0,2825160000.0,16907630000.0,2099890000.0,20698320000.0,47414240000.0,,,
FIRSTCRY.NS,2024-03-31,63255110000.0,41662260000.0,11061010000.0,-2742770000.0,-6.2,3708730000.0,-420730000.0,,75103830000.0,30535160000.0,2184070000.0,15807650000.0,2294600000.0,15690670000.0,31707360000.0,,,
FIRSTCRY.NS,2023-03-31,52621900000.0,35297260000.0,,-4414060000.0,-8.501916,2942830000.0,-3989890000.0,,71198270000.0,30028880000.0,2251300000.0,11861720000.0,550400000.0,12048420000.0,34562570000.0,,,
FIRSTCRY.NS,2022-03-31,35975040000.0,24070720000.0,,-949720000.0,-1.829255,1108880000.0,-1317260000.0,,64616820000.0,37233230000.0,1577750000.0,6624210000.0,511020000.0,11358600000.0,35230960000.0,,,
FIRSTCRY.NS,2021-03-31,,,2268320000.0,,,,,,,,,,,,,,,
BRIGADE.NS,2025-03-31,50340400000.0,23686500000.0,2382800000.0,6857600000.0,28.74,2887800000.0,9953100000.0,462500000.0,220900400000.0,137824100000.0,6291200000.0,15327400000.0,43613500000.0,114084800000.0,56384500000.0,,26.791227,
BRIGADE.NS,2024-03-31,48660300000.0,27727900000.0,1923600000.0,4516100000.0,19.56,3020900000.0,3339800000.0,461600000.0,178862200000.0,109303900000.0,4997100000.0,13326100000.0,48865600000.0,90387600000.0,35161500000.0,,26.791227,
BRIGADE.NS,2023-03-31,33968100000.0,18247400000.0,1451700000.0,2914100000.0,12.64,3145800000.0,9664700000.0,345600000.0,163774100000.0,97121300000.0,4616000000.0,17972800000.0,41933000000.0,87520500000.0,32450100000.0,,26.791227,
BRIGADE.NS,2022-03-31,29438400000.0,16265700000.0,1168300000.0,827700000.0,3.67,3505400000.0,10320800000.0,275500000.0,151575500000.0,85208500000.0,5041700000.0,15895800000.0,43850600000.0,75851200000.0,29099300000.0,,26.791227,
BRIGADE.NS,2021-03-31,,,,,,,,,,,,,,,,,26.791227,
BRITANNIA.NS,2025-03-31,175350200000.0,106736500000.0,12556900000.0,21787300000.0,90.45,3133400000.0,24806500000.0,17675400000.0,88385500000.0,39136800000.0,4486100000.0,28503600000.0,7129400000.0,36182600000.0,43557200000.0,,61.24248,
BRITANNIA.NS,2024-03-31,165462100000.0,95481200000.0,14283800000.0,21398100000.0,88.84,3004600000.0,25729800000.0,17324700000.0,90735600000.0,48486600000.0,3933300000.0,28298000000.0,9047200000.0,40844100000.0,39415200000.0,,61.24248,
BRITANNIA.NS,2023-03-31,159849000000.0,96416300000.0,13790600000.0,23217700000.0,96.39,2259100000.0,25262100000.0,13592400000.0,93527200000.0,47462300000.0,3289400000.0,26056900000.0,15518000000.0,41344000000.0,35342700000.0,,61.24248,
BRITANNIA.NS,2022-03-31,139446700000.0,88002900000.0,11048100000.0,15248200000.0,63.31,2005400000.0,12995200000.0,24848800000.0,75274100000.0,39823000000.0,3319300000.0,21988900000.0,7069900000.0,41471400000.0,25581000000.0,,61.24248,
BRITANNIA.NS,2021-03-31,,,,,,,,,,,,,,,,,61.24248,
MAPMYINDIA.NS,2021-03-31,,,,,,,,,,,,,2740000.0,,,,62.121555,
MAPMYINDIA.NS,2022-03-31,2004400000.0,761300000.0,145600000.0,870300000.0,16.34,82600000.0,287600000.0,106500000.0,5165598000.0,2687338000.0,435215000.0,192414000.0,10000000.0,534357000.0,4459582000.0,,62.121555,
MAPMYINDIA.NS,2023-03-31,2814600000.0,1076100000.0,232500000.0,1072500000.0,20.38,99000000.0,898900000.0,,6705200000.0,4414000000.0,582700000.0,207100000.0,15000000.0,1133500000.0,5421400000.0,,62.121555,
MAPMYINDIA.NS,2024-03-31,3794200000.0,1287800000.0,318000000.0,1339600000.0,24.78,148100000.0,755200000.0,162100000.0,7919400000.0,4342900000.0,1046800000.0,246800000.0,0.0,1193200000.0,6591500000.0,,62.121555,
MAPMYINDIA.NS,2025-03-31,4632500000.0,1321800000.0,424600000.0,1471900000.0,27.05,195800000.0,1131500000.0,189300000.0,9417500000.0,5586500000.0,1330000000.0,326100000.0,,1353700000.0,7907400000.0,,62.121555,
CCL.NS,2021-03-31,,,,,,,,,,,,,,,,,40.679306,
CCL.NS,2022-03-31,14620289000.0,8153855000.0,987312000.0,2043505000.0,15.36,574630000.0,1162625000.0,665140000.0,20699303000.0,9912725000.0,3195532000.0,10422197000.0,1117210000.0,6300903000.0,12506939000.0,,40.679306,
CCL.NS,2023-03-31,20712160000.0,12300059000.0,1301142000.0,2839637000.0,21.35,637045000.0,1732808000.0,665140000.0,25969330000.0,12472020000.0,4414066000.0,13109565000.0,2008374000.0,8349808000.0,14972945000.0,,40.679306,
CCL.NS,2024-03-31,26537008000.0,17093631000.0,1161071000.0,2500777000.0,18.8,976720000.0,553780000.0,665140000.0,35359120000.0,17410734000.0,4968068000.0,17525729000.0,5186257000.0,12772081000.0,16738127000.0,,40.679306,
CCL.NS,2025-03-31,31057498000.0,19719608000.0,1698613000.0,3103365000.0,23.31,984612000.0,2896907000.0,267056000.0,42409770000.0,20875920000.0,6902795000.0,20720662000.0,5563048000.0,16366742000.0,19672280000.0,,40.679306,
CESC.NS,2021-03-31,,,,,,,,,,,,,,,,,15.562158,
CESC.NS,2022-03-31,125438800000.0,73721800000.0,430200000.0,13580700000.0,10.25,11099600000.0,24990700000.0,6026300000.0,374934700000.0,70852000000.0,20954900000.0,232165400000.0,105769800000.0,68000900000.0,103964300000.0,,15.562158,
CESC.NS,2023-03-31,142463500000.0,96940900000.0,402300000.0,13428300000.0,10.13,10919500000.0,19783500000.0,6037900000.0,377118900000.0,65351400000.0,21915200000.0,228097000000.0,95689100000.0,74104000000.0,109103700000.0,,15.562158,
CESC.NS,2024-03-31,152932100000.0,105350700000.0,373400000.0,13763500000.0,10.38,14659300000.0,23514100000.0,6062000000.0,371677800000.0,65969300000.0,22564200000.0,222407000000.0,108561100000.0,68051600000.0,114456400000.0,,15.562158,
CESC.NS,2025-03-31,170012900000.0,116077200000.0,303600000.0,13689400000.0,10.32,14007300000.0,25815000000.0,6030700000.0,409810800000.0,83406700000.0,24276600000.0,231438700000.0,128537900000.0,84804900000.0,120097200000.0,,15.562158,
CGPOWER.NS,2025-03-31,98147200000.0,69653800000.0,3635300000.0,9746000000.0,6.38,1118400000.0,9444200000.0,1987500000.0,74170700000.0,53246400000.0,20092000000.0,13818600000.0,2600000.0,31899700000.0,38439500000.0,,96.01732,
CGPOWER.NS,2024-03-31,79557500000.0,55875200000.0,2825500000.0,14270100000.0,9.34,948900000.0,10277900000.0,1985500000.0,56257400000.0,41839300000.0,15341900000.0,9233900000.0,0.0,25480800000.0,30174400000.0,,96.01732,
CGPOWER.NS,2023-03-31,68946000000.0,48836900000.0,2543000000.0,9626700000.0,6.35,945000000.0,9468600000.0,2290700000.0,46689500000.0,30811500000.0,12971200000.0,7972500000.0,0.0,28384000000.0,17905100000.0,,96.01732,
CGPOWER.NS,2022-03-31,54036600000.0,39219900000.0,2287800000.0,9125400000.0,6.72,985800000.0,4828700000.0,,42259100000.0,24499300000.0,9436600000.0,9016600000.0,3074700000.0,28584200000.0,10029600000.0,,96.01732,
CGPOWER.NS,2021-03-31,,,,,,,,,,,,,,,,,96.01732,
CRISIL.NS,2024-12-31,32597800000.0,15787500000.0,1810600000.0,6840700000.0,93.55,699500000.0,7650600000.0,4241200000.0,39417800000.0,21427000000.0,5497900000.0,4535400000.0,,10917500000.0,25648200000.0,,43.930973,
CRISIL.NS,2023-12-31,31395200000.0,15609500000.0,1503700000.0,6584400000.0,90.08,1037800000.0,7803300000.0,3581600000.0,32973900000.0,20801500000.0,6723800000.0,1016600000.0,,9897600000.0,21892600000.0,,43.930973,
CRISIL.NS,2022-12-31,27687200000.0,13910000000.0,1466300000.0,5643900000.0,77.31,1033100000.0,4563400000.0,3431400000.0,28310000000.0,17612000000.0,7588300000.0,1349400000.0,,9438000000.0,17919800000.0,,43.930973,
CRISIL.NS,2021-12-31,23006900000.0,11614500000.0,1506800000.0,4658100000.0,64.03,1059800000.0,4031200000.0,2764900000.0,25038700000.0,14336600000.0,5410000000.0,1676200000.0,,8017500000.0,15784200000.0,,43.930973,
CRISIL.NS,2020-12-31,,,,,,,,,,,,,,,,,43.930973,
CAMPUS.NS,2025-03-31,15929600000.0,7672600000.0,2412900000.0,1211800000.0,3.97,754900000.0,2352100000.0,213800000.0,13051700000.0,7196900000.0,1480100000.0,4510400000.0,0.0,3287300000.0,7565100000.0,,64.44581,
CAMPUS.NS,2024-03-31,14482900000.0,6954600000.0,2134300000.0,894400000.0,2.93,721100000.0,2644700000.0,,10965800000.0,6632400000.0,1182600000.0,3717100000.0,189000000.0,2763000000.0,6516600000.0,,64.44581,
CAMPUS.NS,2023-03-31,14842500000.0,7519800000.0,1786400000.0,1171200000.0,3.85,710400000.0,1264700000.0,,11759200000.0,7484100000.0,1766500000.0,3775400000.0,256600000.0,4552400000.0,5521200000.0,,64.44581,
CAMPUS.NS,2022-03-31,11941810000.0,6031750000.0,1343260000.0,1085380000.0,3.566504,530410000.0,178680000.0,,9602450000.0,6045930000.0,1336800000.0,3240560000.0,451700000.0,3803330000.0,4275870000.0,,64.44581,
CAMPUS.NS,2021-03-31,,,,,,,,,,,,,,,,,64.44581,
CANFINHOME.NS,2025-03-31,13639739000.0,,253790000.0,8571654000.0,64.37,128681000.0,9333735000.0,1331541000.0,409673338000.0,,46513000.0,503446000.0,,,50674937000.0,,13.251446,
CANFINHOME.NS,2024-03-31,12682736000.0,,165488000.0,7506987000.0,56.38,127147000.0,2248209000.0,532616000.0,370136912000.0,,42478000.0,526184000.0,,,43438529000.0,,13.251446,
CANFINHOME.NS,2023-03-31,10120918000.0,,133405000.0,6212123000.0,46.65,124554000.0,-40440323000.0,399462000.0,330704904000.0,,80480000.0,454037000.0,,,36472813000.0,,13.251446,
CANFINHOME.NS,2022-03-31,8125016000.0,,95206000.0,4711051000.0,35.38,98058000.0,-39163057000.0,466039000.0,279443459000.0,,34195000.0,346200000.0,,,30666217000.0,,13.251446,
CANFINHOME.NS,2021-03-31,,,,,,,,,,,,,,,,,13.251446,
CANBK.NS,2025-03-31,710695975000.0,,4983639000.0,175396241000.0,19.34,8697700000.0,606685800000.0,29207500000.0,17306913490000.0,,305524246000.0,103015852000.0,,,1054167601000.0,,6.2041507,
CANBK.NS,2024-03-31,661201114000.0,,5021540000.0,152785644000.0,84.22,9017300000.0,150465000000.0,21769500000.0,15350176368000.0,,212078769000.0,123309577000.0,,,921332333000.0,,6.2041507,
CANBK.NS,2023-03-31,553766487000.0,,5004373000.0,112547457000.0,12.408,10209600000.0,-399778700000.0,11791800000.0,13810295621000.0,,135889393000.0,103339667000.0,,,780537533000.0,,6.2041507,
CANBK.NS,2022-03-31,497740942000.0,,3271968000.0,61248216000.0,7.008,8410500000.0,9189900000.0,,12587887493000.0,,127137762000.0,114497028000.0,,,699613251000.0,,6.2041507,
CANBK.NS,2021-03-31,,,,,,,,,,,,,,,,,6.2041507,
CAPLIPOINT.NS,2025-03-31,19374700000.0,7779700000.0,,5363100000.0,70.57,659600000.0,4323700000.0,379900000.0,32089500000.0,21339500000.0,6324900000.0,6737300000.0,,3063800000.0,28504900000.0,,25.369267,
CAPLIPOINT.NS,2024-03-31,16795500000.0,7293400000.0,417100000.0,4570800000.0,60.19,534400000.0,3183900000.0,341700000.0,26981200000.0,18929200000.0,5427200000.0,5567600000.0,,3308500000.0,23157100000.0,,25.369267,
